101,3915486068
102,6836463900
103,3052294107
104,9568073228
105,8179010700
106,8726458103
106,8267665021
107,2951078714
108,9213454215
109,6687211575
110,2758467976
111,3938888932
112,3582264528
113,3633565758
114,5248812298
115,4139059935
116,3915142673
117,1910898073
118,6510036687
119,5278973615
120,9903043806
121,9969957312
122,9465880396
123,8930834041
124,5968311965
125,9388371485
126,2065318457
126,5396132244
127,3365755198
128,1459475191
129,3730082182
130,3570057841
131,4947898034
132,7143758776
133,9855760322
134,9153203707
135,4360630834
136,1808449495
137,4461694883
138,1624792951
139,9135131606
140,4644275980
141,9756762893
142,7605191839
143,7897144279
143,5278675418
144,6448895908
145,8504574289
146,7947679142
147,8012690681
148,5631400744
149,4790367120
150,4113306295
151,2850123025
152,8695463860
153,7808531612
154,7463857242
155,7617712306
156,2612314177
157,7307285046
158,5472786292
158,9216440418
159,1878181653
160,1969845467
161,1228425698
162,9127900079
163,6618702655
164,7642607965
165,8031886171
166,3948470354
167,1411857080
168,9045884130
169,4106256182
170,2971896843
171,9041093131
171,1574368203
172,1995512651
173,1491067515
174,6534767635
175,2303206066
176,9097462104
177,7875312233
178,8181120863
179,6678960567
180,8000228445
181,5970262818
182,4922161905
183,4888752246
184,5243571124
185,4567982694
186,5027383212
187,6756614452
188,5103389585
189,6998141727
189,6240179188
190,1390747570
191,5636553142
192,6712358843
193,4164488659
194,8143902248
195,1992297223
196,6044604728
197,4844952937
198,5509885894
199,5043300735
200,8585755587
201,3512970699
202,3251055976
203,1714209042
204,4143387626
205,7434579819
206,1445769466
207,5876691071
208,6846430417
209,9815186991
209,4927736178
210,4226991017
211,8265072313
212,3790824354
213,6094436994
214,5719922817
215,6227068711
216,2888037503
217,6200345216
218,9235683718
219,8544589967
220,6964724661
221,8133370678
222,5536075930
223,4676514023
224,9441111536
225,5523671115
226,5752794635
227,9619556604
228,1667801199
229,8959258862
229,6156690470
230,3904392202
231,9416235679
232,352065346
233,7169849979
234,883195744
235,9259187777
236,5999348365
237,6281663208
238,5590496586
239,9434404731
240,6275815539
241,8818785113
242,4042494525
243,5129945548
244,5583885588
245,9932459809
246,3445567197
246,9453259053
247,8288597468
248,9290569923
249,5931608563
250,7241719505
